"TextTitle","Text_Author","Text_year_creation","Text_genre","KeyWord","DependentWord","Part_of_speech","Total_Frequency"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","исходить","VERB_HEAD","324"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","стоять","VERB_HEAD","225"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","дух (Gen)","NOUN","121"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","и","OTHER","81"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","пот (Gen)","NOUN","49"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","и","OTHER","49"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","пропитать","VERB_HEAD","36"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","тяжёлый","ADJ","36"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","наполнять","VERB_HEAD","36"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","крепкий","ADJ","25"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","вкусный","ADJ","25"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","душный","ADJ","25"
"Война мир","Лев Николаевич Толстой",1863,"роман","запах","этот","OTHER","25"
"Темные аллеи","Иван Алексеевич Бунин",1938,"рассказ","запах","почувствовать","VERB_HEAD","16"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","листва (Gen)","NOUN","16"
"Война мир","Лев Николаевич Толстой",1863,"роман","запах","дух (Gen)","NOUN","16"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","насытить","VERB_HEAD","16"
"Двенадцать стульев","Илья Ильф, Евгений Петров",1928,"роман","запах","сильный","ADJ","16"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","пресный","ADJ","16"
"Война мир","Лев Николаевич Толстой",1863,"роман","запах","с","OTHER","16"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","сырость (Gen)","NOUN","16"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","табак (Gen)","NOUN","16"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","дышать","VERB_HEAD","16"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","пряный","ADJ","16"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","сладкий","ADJ","16"
"Гиперболоид инженера Гарина (сборник)","Алексей Николаевич Толстой",1927,"рассказ","запах","волос (Gen)","NOUN","16"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","дым (Gen)","NOUN","16"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","пыль (Gen)","NOUN","16"
"Аэлита","Алексей Николаевич Толстой",1923,"роман","запах","горьковатый","ADJ","16"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","пот (Gen)","NOUN","16"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","подниматься","VERB_HEAD","16"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","густой","ADJ","16"
"Темные аллеи","Иван Алексеевич Бунин",1938,"рассказ","запах","этот","OTHER","16"
"Темные аллеи","Иван Алексеевич Бунин",1938,"рассказ","запах","с","OTHER","16"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","тёплый","ADJ","9"
"Гиперболоид инженера Гарина (сборник)","Алексей Николаевич Толстой",1927,"рассказ","запах","от","OTHER","9"
"Мы (сборник)","Евгений Иванович Замятин",1920,"роман","запах","и","OTHER","9"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","земля (Gen)","NOUN","9"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","пахнуть","VERB_HEAD","9"
"Двенадцать стульев","Илья Ильф, Евгений Петров",1928,"роман","запах","с","OTHER","9"
"Война мир","Лев Николаевич Толстой",1863,"роман","запах","крепкий","ADJ","9"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","пот (Gen)","NOUN","9"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","с","OTHER","9"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","пресный","ADJ","9"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","кожа (Gen)","NOUN","9"
"Другие берега","Владимир Владимирович Набоков",1954,"автобиография","запах","и","OTHER","9"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","пряный","ADJ","9"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","трупный","ADJ","9"
"Гиперболоид инженера Гарина (сборник)","Алексей Николаевич Толстой",1927,"рассказ","запах","с","OTHER","9"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","цвет (Gen)","NOUN","9"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","масло (Gen)","NOUN","9"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","уловить","VERB_HEAD","9"
"Угрюм-река","Вячеслав Яковлевич Шишков",1933,"роман","запах","от","OTHER","9"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","наполнить","VERB_HEAD","9"
"Темные аллеи","Иван Алексеевич Бунин",1938,"рассказ","запах","и","OTHER","9"
"Хождение по мукам","Алексей Николаевич Толстой",1941,"роман","запах","вдыхать","VERB_HEAD","9"
"Анна Каренина","Лев Николаевич Толстой",1873,"роман","запах","и","OTHER","9"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","неприятный","ADJ","9"
"Белая гвардия","Михаил Афанасьевич Булгаков",1924,"роман","запах","тяжёлый","ADJ","9"
"Мелкий бес","Фёдор Кузьмич Сологуб",1905,"роман","запах","и","OTHER","9"
"Война мир","Лев Николаевич Толстой",1863,"роман","запах","тело (Gen)","NOUN","9"
"Цусима","Алексей Силыч Новиков-Прибой",1932,"роман","запах","кровь (Gen)","NOUN","9"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","дерево (Gen)","NOUN","9"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","волновать","VERB_CHILD","9"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","вдыхать","VERB_HEAD","9"
"Конармия","Исаак Эммануилович Бабель",1923,"рассказ","запах","кровь (Gen)","NOUN","9"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","дух (Gen)","NOUN","9"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","излучать","VERB_HEAD","9"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","иметь","VERB_HEAD","9"
"Человек-амфибия (сборник)","Александр Романович Беляев",1928,"роман","запах","цвет (Gen)","NOUN","9"
"Человек-амфибия (сборник)","Александр Романович Беляев",1928,"роман","запах","этот","OTHER","9"
"Лето Господне","Иван Сергеевич Шмелев",1948,"роман","запах","—","OTHER","9"
"Война мир","Лев Николаевич Толстой",1863,"роман","запах","чувствовать","VERB_HEAD","9"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","распространять","VERB_HEAD","9"
"Яма","Александр Иванович Куприн",1915,"повесть","запах","и","OTHER","9"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","рыба (Gen)","NOUN","9"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","с","OTHER","9"
"Севастопольские рассказы","Лев Николаевич Толстой",1855,"рассказ","запах","тяжёлый","ADJ","9"
"Аэлита","Алексей Николаевич Толстой",1923,"роман","запах","с","OTHER","9"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","кровь (Gen)","NOUN","9"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","нести","VERB_HEAD","9"
"Лето Господне","Иван Сергеевич Шмелев",1948,"роман","запах","и","OTHER","9"
"Лето Господне","Иван Сергеевич Шмелев",1948,"роман","запах","какой","OTHER","9"
"Двенадцать стульев","Илья Ильф, Евгений Петров",1928,"роман","запах","чернил (Gen)","NOUN","4"
"Отцы и дет","Иван Сергеевич Тургенев",1860,"роман","запах","какой","OTHER","4"
"Двенадцать стульев","Илья Ильф, Евгений Петров",1928,"роман","запах","вдыхать","VERB_HEAD","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","лекарство (Gen)","NOUN","4"
"Яма","Александр Иванович Куприн",1915,"повесть","запах","в","OTHER","4"
"Мы (сборник)","Евгений Иванович Замятин",1920,"роман","запах","быть","VERB_HEAD","4"
"Угрюм-река","Вячеслав Яковлевич Шишков",1933,"роман","запах","в","OTHER","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","чай (Gen)","NOUN","4"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","трава (Gen)","NOUN","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","принести","VERB_HEAD","4"
"Лето Господне","Иван Сергеевич Шмелев",1948,"роман","запах","…","OTHER","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","чувствоваться","VERB_HEAD","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","щекотать","VERB_HEAD","4"
"Аэлита","Алексей Николаевич Толстой",1923,"роман","запах","кровь (Gen)","NOUN","4"
"Дым","Иван Сергеевич Тургенев",1865,"роман","запах","давать","VERB_HEAD","4"
"Анна Каренина","Лев Николаевич Толстой",1873,"роман","запах","замениться","VERB_HEAD","4"
"Угрюм-река","Вячеслав Яковлевич Шишков",1933,"роман","запах","кислый","ADJ","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","медовый","ADJ","4"
"Суламифь","Александр Иванович Куприн",1911,"повесть","запах","ощущать","VERB_HEAD","4"
"Мастер и Маргарита","Михаил Афанасьевич Булгаков",1940,"роман","запах","одурять","VERB_CHILD","4"
"Отцы и дет","Иван Сергеевич Тургенев",1860,"роман","запах","табак (Dat)","NOUN","4"
"Мы (сборник)","Евгений Иванович Замятин",1920,"роман","запах","далёкий","ADJ","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","в","OTHER","4"
"Отцы и дет","Иван Сергеевич Тургенев",1860,"роман","запах","то","OTHER","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","весь","OTHER","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","мыло (Gen)","NOUN","4"
"Угрюм-река","Вячеслав Яковлевич Шишков",1933,"роман","запах","с","OTHER","4"
"Золотой теленок","Илья Ильф, Евгений Петров",1931,"роман","запах","бензин (Gen)","NOUN","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","мясо (Gen)","NOUN","4"
"Золотой теленок","Илья Ильф, Евгений Петров",1931,"роман","запах","бить","VERB_HEAD","4"
"Золотой теленок","Илья Ильф, Евгений Петров",1931,"роман","запах","бодрый","ADJ","4"
"Золотой теленок","Илья Ильф, Евгений Петров",1931,"роман","запах","вдыхать","VERB_HEAD","4"
"Двенадцать стульев","Илья Ильф, Евгений Петров",1928,"роман","запах","едкий","ADJ","4"
"Педагогическая поэма","Антон Семенович Макаренко",1931,"роман","запах","двор (Loc)","NOUN","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","навоз (Gen)","NOUN","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","напитать","VERB_HEAD","4"
"Золотой теленок","Илья Ильф, Евгений Петров",1931,"роман","запах","горячий","ADJ","4"
"Педагогическая поэма","Антон Семенович Макаренко",1931,"роман","запах","идти","VERB_HEAD","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","жир (Gen)","NOUN","4"
"Мы (сборник)","Евгений Иванович Замятин",1920,"роман","запах","она","OTHER","4"
"Педагогическая поэма","Антон Семенович Макаренко",1931,"роман","запах","королева (Gen)","NOUN","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","вино (Gen)","NOUN","4"
"Фома Гордеев","Максим Горький",1899,"роман","запах","напоить","VERB_HEAD","4"
"Золотой теленок","Илья Ильф, Евгений Петров",1931,"роман","запах","источали","VERB_HEAD","4"
"Полное собрание рассказов","Владимир Владимирович Набоков",1950,"рассказ","запах","дух (Gen)","NOUN","4"
"Темные аллеи","Иван Алексеевич Бунин",1938,"рассказ","запах","газ (Gen)","NOUN","4"
"Темные аллеи","Иван Алексеевич Бунин",1938,"рассказ","запах","голова (Gen)","NOUN","4"
"Золотой теленок","Илья Ильф, Евгений Петров",1931,"роман","запах","исходить","VERB_CHILD","4"
"Мать","Максим Горький",1906,"роман","запах","вдыхать","VERB_HEAD","4"
"Золотой теленок","Илья Ильф, Евгений Петров",1931,"роман","запах","калошный","ADJ","4"
"Лето Господне","Иван Сергеевич Шмелев",1948,"роман","запах","с","OTHER","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","жирный","ADJ","4"
"Севастопольские рассказы","Лев Николаевич Толстой",1855,"рассказ","запах","и","OTHER","4"
"Полное собрание рассказов","Владимир Владимирович Набоков",1950,"рассказ","запах","и","OTHER","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","почувствовать","VERB_HEAD","4"
"Золотой теленок","Илья Ильф, Евгений Петров",1931,"роман","запах","молчать","VERB_HEAD","4"
"Аэлита","Алексей Николаевич Толстой",1923,"роман","запах","услышать","VERB_HEAD","4"
"Хождение по мукам","Алексей Николаевич Толстой",1941,"роман","запах","дух (Gen)","NOUN","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","внести","VERB_HEAD","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","водка (Gen)","NOUN","4"
"Педагогическая поэма","Антон Семенович Макаренко",1931,"роман","запах","приятный","ADJ","4"
"Война мир","Лев Николаевич Толстой",1863,"роман","запах","сливаться","VERB_HEAD","4"
"Двенадцать стульев","Илья Ильф, Евгений Петров",1928,"роман","запах","идти","VERB_HEAD","4"
"Война мир","Лев Николаевич Толстой",1863,"роман","запах","слиться","VERB_HEAD","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","навоз (Gen)","NOUN","4"
"Педагогическая поэма","Антон Семенович Макаренко",1931,"роман","запах","слабый","ADJ","4"
"Хождение по мукам","Алексей Николаевич Толстой",1941,"роман","запах","лист (Gen)","NOUN","4"
"Золотой теленок","Илья Ильф, Евгений Петров",1931,"роман","запах","одуряющему","ADJ","4"
"Золотой теленок","Илья Ильф, Евгений Петров",1931,"роман","запах","по","OTHER","4"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","к","OTHER","4"
"Педагогическая поэма","Антон Семенович Макаренко",1931,"роман","запах","такой","OTHER","4"
"Темные аллеи","Иван Алексеевич Бунин",1938,"рассказ","запах","они","OTHER","4"
"Дерсу Узала","Владимир Клавдиевич Арсеньев",1923,"повесть","запах","уловить","VERB_HEAD","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","обдал","VERB_HEAD","4"
"Педагогическая поэма","Антон Семенович Макаренко",1931,"роман","запах","услышать","VERB_HEAD","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","обонять","VERB_HEAD","4"
"Аэлита","Алексей Николаевич Толстой",1923,"роман","запах","шёл (Gen)","NOUN","4"
"Аэлита","Алексей Николаевич Толстой",1923,"роман","запах","сладкий","ADJ","4"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","знакомый","ADJ","4"
"Полное собрание рассказов","Владимир Владимирович Набоков",1950,"рассказ","запах","обдавать","VERB_HEAD","4"
"Мелкий бес","Фёдор Кузьмич Сологуб",1905,"роман","запах","–","OTHER","4"
"Золотой теленок","Илья Ильф, Евгений Петров",1931,"роман","запах","судить","VERB_HEAD","4"
"Анна Каренина","Лев Николаевич Толстой",1873,"роман","запах","слышать","VERB_HEAD","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","газ (Gen)","NOUN","4"
"Темные аллеи","Иван Алексеевич Бунин",1938,"рассказ","запах","сладкий","ADJ","4"
"Золотой теленок","Илья Ильф, Евгений Петров",1931,"роман","запах","такой","OTHER","4"
"Золотой теленок","Илья Ильф, Евгений Петров",1931,"роман","запах","эссенция (Gen)","NOUN","4"
"Гиперболоид инженера Гарина (сборник)","Алексей Николаевич Толстой",1927,"рассказ","запах","цвет (Gen)","NOUN","4"
"Как закалялась сталь","Николай Алексеевич Островский",1934,"роман","запах","доносить","VERB_HEAD","4"
"Двенадцать стульев","Илья Ильф, Евгений Петров",1928,"роман","запах","кулиса (Gen)","NOUN","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","одурять","VERB_CHILD","4"
"Полное собрание рассказов","Владимир Владимирович Набоков",1950,"рассказ","запах","прошлое (Gen)","NOUN","4"
"Как закалялась сталь","Николай Алексеевич Островский",1934,"роман","запах","и","OTHER","4"
"Анна Каренина","Лев Николаевич Толстой",1873,"роман","запах","дух (Gen)","NOUN","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","сильный","ADJ","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","гнилой","ADJ","4"
"Дар","Владимир Владимирович Набоков",1935,"роман","запах","запах (Acc)","NOUN","4"
"Гиперболоид инженера Гарина (сборник)","Алексей Николаевич Толстой",1927,"рассказ","запах","идти","VERB_CHILD","4"
"Анна Каренина","Лев Николаевич Толстой",1873,"роман","запах","почувствовать","VERB_HEAD","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","овчина (Gen)","NOUN","4"
"Цусима","Алексей Силыч Новиков-Прибой",1932,"роман","запах","водка (Gen)","NOUN","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","остаться","VERB_HEAD","4"
"Анна Каренина","Лев Николаевич Толстой",1873,"роман","запах","болотный","ADJ","4"
"Белая гвардия","Михаил Афанасьевич Булгаков",1924,"роман","запах","этот","OTHER","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","—","OTHER","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","от","OTHER","4"
"Война мир","Лев Николаевич Толстой",1863,"роман","запах","приятный","ADJ","4"
"Яма","Александр Иванович Куприн",1915,"повесть","запах","нежный","ADJ","4"
"Война мир","Лев Николаевич Толстой",1863,"роман","запах","тот","OTHER","4"
"Война мир","Лев Николаевич Толстой",1863,"роман","запах","по","OTHER","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","насыщать","VERB_HEAD","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","доноситься","VERB_HEAD","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","по","OTHER","4"
"Война мир","Лев Николаевич Толстой",1863,"роман","запах","больничный","ADJ","4"
"Преступление и наказание","Фёдор Михайлович Достоевский",1865,"роман","запах","с","OTHER","4"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","наносить","VERB_HEAD","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","похожий","ADJ","4"
"Цусима","Алексей Силыч Новиков-Прибой",1932,"роман","запах","обдал","VERB_HEAD","4"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","в","OTHER","4"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","вдыхал","VERB_HEAD","4"
"Цусима","Алексей Силыч Новиков-Прибой",1932,"роман","запах","от","OTHER","4"
"Цусима","Алексей Силыч Новиков-Прибой",1932,"роман","запах","отвратительный","ADJ","4"
"Севастопольские рассказы","Лев Николаевич Толстой",1855,"рассказ","запах","поражать","VERB_HEAD","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","волновать","VERB_HEAD","4"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","и","OTHER","4"
"Мелкий бес","Фёдор Кузьмич Сологуб",1905,"роман","запах","с","OTHER","4"
"Мелкий бес","Фёдор Кузьмич Сологуб",1905,"роман","запах","сладкий","ADJ","4"
"Цусима","Алексей Силыч Новиков-Прибой",1932,"роман","запах","распространять","VERB_HEAD","4"
"Двенадцать стульев","Илья Ильф, Евгений Петров",1928,"роман","запах","похожий","ADJ","4"
"Республика ШКИД","Григорий Георгиевич Белых",1926,"повесть","запах","гарь (Gen)","NOUN","4"
"Лето Господне","Иван Сергеевич Шмелев",1948,"роман","запах","миндальный","ADJ","4"
"Мелкий бес","Фёдор Кузьмич Сологуб",1905,"роман","запах","тяжёлый","ADJ","4"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","волос (Gen)","NOUN","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","душить","VERB_HEAD","4"
"Севастопольские рассказы","Лев Николаевич Толстой",1855,"рассказ","запах","тело (Gen)","NOUN","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","густой","ADJ","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","даже","OTHER","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","далёкий","ADJ","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","от","OTHER","4"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","горький","ADJ","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","острый","ADJ","4"
"Аэлита","Алексей Николаевич Толстой",1923,"роман","запах","почувствовать","VERB_HEAD","4"
"Конармия","Исаак Эммануилович Бабель",1923,"рассказ","запах","нести","VERB_HEAD","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","сигара (Gen)","NOUN","4"
"Человек-амфибия (сборник)","Александр Романович Беляев",1928,"роман","запах","напоить","VERB_HEAD","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","сложный","ADJ","4"
"Конармия","Исаак Эммануилович Бабель",1923,"рассказ","запах","селёдка (Gen)","NOUN","4"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","дневный","ADJ","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","едкий","ADJ","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","она","OTHER","4"
"Война мир","Лев Николаевич Толстой",1863,"роман","запах","и","OTHER","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","кисловатый","ADJ","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","знакомый","ADJ","4"
"Собрание повестей и рассказов в одном томе","Фёдор Михайлович Достоевский",1845,"рассказ","запах","какой","OTHER","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","он","OTHER","4"
"Мы (сборник)","Евгений Иванович Замятин",1920,"роман","запах","слышный","ADJ","4"
"Анна Каренина","Лев Николаевич Толстой",1873,"роман","запах","на","OTHER","4"
"Голова профессора Доуэля","Александр Романович Беляев",1925,"роман","запах","паштет (Gen)","NOUN","4"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","примешиваться","VERB_HEAD","4"
"Собрание повестей и рассказов в одном томе","Фёдор Михайлович Достоевский",1845,"рассказ","запах","и","OTHER","4"
"Война мир","Лев Николаевич Толстой",1863,"роман","запах","мёд (Gen)","NOUN","4"
"Гиперболоид инженера Гарина (сборник)","Алексей Николаевич Толстой",1927,"рассказ","запах","вдохнуть","VERB_HEAD","4"
"Севастопольские рассказы","Лев Николаевич Толстой",1855,"рассказ","запах","ужасный","ADJ","4"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","пропитать","VERB_HEAD","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","мочажинника (Gen)","NOUN","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","смешивался","VERB_HEAD","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","смолистый","ADJ","4"
"Яма","Александр Иванович Куприн",1915,"повесть","запах","примешиваться","VERB_HEAD","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","тубероза (Gen)","NOUN","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","керосин (Gen)","NOUN","4"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","разнородный","ADJ","4"
"Дым","Иван Сергеевич Тургенев",1865,"роман","запах","тонкий","ADJ","4"
"Дар","Владимир Владимирович Набоков",1935,"роман","запах","этот","OTHER","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","сырость (Gen)","NOUN","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","уголь (Gen)","NOUN","4"
"Лето Господне","Иван Сергеевич Шмелев",1948,"роман","запах","это","PRON","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","краска (Gen)","NOUN","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","терпкий","ADJ","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","тлен (Gen)","NOUN","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","то","OTHER","4"
"Жизнь Клима Самгина","Максим Горький",1937,"роман","запах","узнавать","VERB_HEAD","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","трава (Gen)","NOUN","4"
"Двенадцать стульев","Илья Ильф, Евгений Петров",1928,"роман","запах","от","OTHER","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","тяжкий","ADJ","4"
"Лето Господне","Иван Сергеевич Шмелев",1948,"роман","запах","слышать","VERB_HEAD","4"
"Тихий Дон","Михаил Александрович Шолохов",1925,"роман-эпопея","запах","ударить","VERB_HEAD","4"
"Собрание повестей и рассказов в одном томе","Фёдор Михайлович Достоевский",1845,"рассказ","запах","тяжёлый","ADJ","4"
"Мы (сборник)","Евгений Иванович Замятин",1920,"роман","запах","это","PRON","4"
"Двенадцать стульев","Илья Ильф, Евгений Петров",1928,"роман","запах","трава (Gen)","NOUN","4"
"Двенадцать стульев","Илья Ильф, Евгений Петров",1928,"роман","запах","…","OTHER","4"
"Дым","Иван Сергеевич Тургенев",1865,"роман","запах","этот","OTHER","4"
"Война мир","Лев Николаевич Толстой",1863,"роман","запах","распространять","VERB_HEAD","4"
"Поднятая целина","Михаил Александрович Шолохов",1932,"роман","запах","солома (Gen)","NOUN","4"
"Дар","Владимир Владимирович Набоков",1935,"роман","запах","проветривать","VERB_CHILD","1"
"Дар","Владимир Владимирович Набоков",1935,"роман","запах","пыль (Gen)","NOUN","1"
"Дар","Владимир Владимирович Набоков",1935,"роман","запах","рассказывать","VERB_HEAD","1"
"Дар","Владимир Владимирович Набоков",1935,"роман","запах","сладковато","ADJ","1"
"Дар","Владимир Владимирович Набоков",1935,"роман","запах","стлавшиеся","VERB_CHILD","1"
"Дар","Владимир Владимирович Набоков",1935,"роман","запах","таней (Gen)","NOUN","1"
"Дар","Владимир Владимирович Набоков",1935,"роман","запах","таял (Gen)","NOUN","1"
"Дар","Владимир Владимирович Набоков",1935,"роман","запах","тухлый","ADJ","1"
"Дар","Владимир Владимирович Набоков",1935,"роман","запах","чудной","ADJ","1"
"Двенадцать стульев","Илья Ильф, Евгений Петров",1928,"роман","запах","17","OTHER","1"
"Двенадцать стульев","Илья Ильф, Евгений Петров",1928,"роман","запах","вежеталь (Gen)","NOUN","1"
"Двенадцать стульев","Илья Ильф, Евгений Петров",1928,"роман","запах","весь","OTHER","1"
"Двенадцать стульев","Илья Ильф, Евгений Петров",1928,"роман","запах","возмущать","VERB_HEAD","1"
"Двенадцать стульев","Илья Ильф, Евгений Петров",1928,"роман","запах","волос (Gen)","NOUN","1"
